"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"S201009171220A","2010-09-17","12:20:18","0","41.49","15.63","30.10","4.4","0.0","SOUTHERNITALY           ","ING","0","0","0","0","0","0","9","13","30","1","0.9","0.6","41.61","0.04","15.65","0.07","37.200","3.300","FREE","1.0","D-S201009171220A","22","-1.430","0.530","2.620","0.350","-1.190","0.370","1.750","0.190","0.560","0.180","-1.510","0.260","3.600","17","16","-0.740","40","271","-2.860","45","123","3.230","148","45","-25","256","73","-132","4.3","D","A"
"S201009281129A","2010-09-28","11:29:38","2","45.94","1.40","5.00","4.5","0.0","FRANCE                   ","ING","0","0","0","0","0","0","5","5","35","1","6.9","2.5","46.41","0.79","2.53","1.45","12.000","0.000","FIX ","1.0","D-S201009281129A","22","-2.330","2.220","3.940","3.000","-1.610","0.890","2.270","2.810","0.230","1.480","-0.210","0.620","4.680","18","1","-1.560","11","268","-3.120","69","149","3.900","108","29","-68","262","64","-102","4.3","D","C"
"S201009300531A","2010-09-30","05:31:22","3","45.50","26.31","135.00","4.5","0.0","ROMANIA                  ","ING","0","0","0","0","0","0","4","4","30","1","5.1","1.4","45.50","0.00","26.31","0.00","161.600","13.800","FREE","1.0","D-S201009300531A","22","4.660","1.120","-4.050","1.450","-0.610","2.050","-0.700","0.760","0.640","0.740","2.050","2.930","4.760","84","240","0.330","4","116","-5.090","5","25","4.930","111","40","84","299","50","95","4.4","D","A"
"S201010031521A","2010-10-03","15:21:00","9","34.93","26.45","40.00","5.0","0.0","CRETEGREECE            ","EMS","0","0","0","0","0","0","10","20","30","1","12.7","1.2","35.11","0.08","26.51","0.02","40.000","0.000","FIX ","1.3","D-S201010031521A","23","4.610","0.510","-5.640","0.280","1.030","0.310","-0.320","0.300","-0.920","0.230","0.800","0.290","4.860","76","101","0.880","14","276","-5.740","1","7","5.300","111","46","110","263","48","70","5.1","D","A"
"S201010071951A","2010-10-07","19:51:22","0","43.13","27.55","2.00","4.5","0.0","BULGARIA                 ","ING","0","0","0","0","0","0","15","18","35","1","1.0","0.4","42.97","0.06","27.59","0.05","12.000","0.000","FIX ","1.0","D-S201010071951A","22","3.460","0.310","0.150","0.390","-3.610","0.180","2.670","1.050","1.020","1.050","-0.360","0.220","5.010","61","350","-1.080","26","199","-3.920","12","103","4.460","164","40","47","34","62","119","4.4","D","A"
"S201010091904A","2010-10-09","19:04:49","9","38.16","22.71","2.00","4.5","0.0","GREECE                   ","ING","0","0","0","0","0","0","9","12","35","1","4.2","0.4","38.18","0.02","22.97","0.08","15.500","2.400","FREE","1.0","D-S201010091904A","22","-3.760","1.000","4.750","0.580","-0.990","0.520","-1.310","1.170","-3.570","2.040","-2.190","0.380","5.490","1","198","1.190","38","108","-6.680","52","289","6.090","320","55","-42","77","57","-137","4.5","D","A"
"S201010101917A","2010-10-10","19:17:54","0","35.30","22.24","10.00","4.5","0.0","CENTRALMEDITERRANEAN ","ING","0","0","0","0","0","0","8","11","30","1","4.1","1.2","35.41","0.07","22.36","0.03","12.000","0.000","FIX ","1.0","D-S201010101917A","22","1.230","0.430","-4.130","0.340","2.900","0.280","-0.570","0.850","-2.830","0.650","0.590","0.430","5.090","37","96","-0.880","53","267","-4.210","4","3","4.650","133","62","155","236","68","31","4.4","D","A"
"S201010110034A","2010-10-11","00:34:35","5","42.42","21.59","2.00","4.5","0.0","NORTHWESTERNBALKANREGI ","ING","0","0","0","0","0","0","15","18","35","1","3.7","0.4","42.40","0.04","21.68","0.08","16.200","1.900","FREE","1.0","D-S201010110034A","22","-4.860","0.690","4.910","0.610","-0.040","0.430","-0.380","1.410","-5.950","1.600","2.030","0.410","6.420","18","146","2.510","29","46","-8.920","55","264","7.670","272","37","-37","34","69","-121","4.5","D","A"
"S201010132243A","2010-10-13","22:43:14","0","44.14","12.37","35.20","4.1","0.0","NORTHERNITALY           ","ING","0","0","0","0","0","0","9","15","30","1","4.0","0.5","44.14","0.00","12.37","0.00","23.300","2.300","FREE","1.0","D-S201010132243A","22","0.300","0.330","-0.670","0.190","0.380","0.210","-0.550","0.130","0.690","0.200","-1.150","0.110","1.670","33","236","-0.250","57","64","-1.420","4","328","1.550","17","65","22","278","70","153","4.1","D","A"
"S201010140908A","2010-10-14","09:08:24","1","36.10","29.61","30.00","4.6","0.0","TURKEY                   ","ING","0","0","0","0","0","0","15","17","35","1","1.5","1.4","36.12","0.08","29.64","0.04","31.900","1.500","FREE","1.0","D-S201010140908A","23","-1.560","0.220","0.220","0.130","1.340","0.130","0.910","0.110","-0.340","0.080","-1.040","0.090","2.130","12","56","-0.180","20","322","-1.940","66","176","2.040","170","37","-56","310","60","-113","4.8","D","A"
"S201010150521A","2010-10-15","05:21:19","0","38.87","16.66","15.00","4.1","0.0","SOUTHERNITALY           ","ING","0","0","0","0","0","0","9","11","35","1","3.5","0.4","38.91","0.02","16.69","0.03","14.000","4.800","FREE","1.0","D-S201010150521A","22","0.960","0.680","-2.700","0.520","1.740","0.420","0.770","0.710","1.700","0.860","-3.120","0.380","3.860","24","247","0.840","62","31","-4.700","15","151","4.280","287","62","173","20","84","28","4.4","D","A"
"S201010171755A","2010-10-17","17:55:00","8","39.39","20.49","10.00","4.7","0.0","GREECE-ALBANIABORDERRE ","ING","0","0","0","0","0","0","9","15","35","1","0.6","0.4","39.24","0.03","20.57","0.02","10.000","0.000","FIX ","1.1","D-S201010171755A","22","0.590","0.400","2.650","0.410","-3.240","0.270","1.140","1.170","6.340","0.800","4.500","0.240","7.990","35","317","0.770","39","192","-8.770","31","72","8.380","106","40","4","13","88","129","4.6","D","A"
"S201010230617A","2010-10-23","06:17:41","9","39.97","21.44","2.00","4.5","0.0","GREECE                   ","ING","0","0","0","0","0","0","9","9","35","1","2.5","0.8","39.83","0.10","21.23","0.08","21.600","2.000","FREE","1.0","D-S201010230617A","23","-0.610","0.130","-0.160","0.070","0.770","0.080","-0.350","0.200","0.060","0.130","-0.030","0.060","0.780","3","267","0.020","28","175","-0.800","61","3","0.790","24","49","-51","153","54","-126","4.5","D","A"
"S201010250740A","2010-10-25","07:40:41","2","34.64","23.53","2.00","4.7","0.0","CRETEGREECE            ","ING","0","0","0","0","0","0","13","15","35","1","2.9","1.2","34.68","0.08","23.41","0.02","28.900","2.100","FREE","1.1","D-S201010250740A","23","0.230","0.230","-1.740","0.150","1.520","0.130","0.360","0.170","-0.520","0.140","0.600","0.100","1.770","17","98","0.180","69","315","-1.940","12","192","1.850","236","69","4","144","87","159","4.8","D","A"
"C201011030056A","2010-11-03","00:56:54","4","43.74","20.69","10.00","5.4","0.0","NORTHWESTERN BALKAN REGI ","ING","0","0","0","2","2","40","20","45","40","1","5.8","0.2","43.78","0.01","20.65","0.01","17.800","0.900","FREE","1.3","D-C201011030056A","24","0.470","0.060","0.250","0.050","-0.730","0.050","-0.470","0.120","0.060","0.110","2.250","0.060","2.130","11","142","0.440","77","291","-2.580","7","51","2.360","186","77","177","277","87","13","5.5","D","A"
"C201011030251A","2010-11-03","02:51:27","3","40.43","26.30","10.00","5.3","0.0","TURKEY                   ","ING","0","0","0","1","1","40","10","22","40","1","2.7","0.2","40.45","0.01","26.19","0.02","20.600","1.100","FREE","1.7","D-C201011030251A","24","-0.150","0.040","0.730","0.030","-0.570","0.040","-0.260","0.060","0.010","0.070","-0.970","0.040","1.280","9","208","-0.180","78","65","-1.110","7","299","1.190","343","78","2","253","88","168","5.3","D","A"
"C201011031813A","2010-11-03","18:13:10","6","40.03","13.20","468.00","5.1","0.0","TYRRHENIAN SEA           ","ING","0","0","0","1","2","40","15","20","35","1","0.8","0.4","39.95","0.03","13.23","0.03","467.700","4.300","FREE","1.4","D-C201011031813A","23","-2.700","0.300","0.770","0.340","1.930","0.340","3.060","0.220","-5.040","0.310","-2.010","0.230","7.000","31","56","-0.710","3","148","-6.300","59","243","6.650","135","14","-103","328","76","-87","5.2","D","A"
"C201011112008A","2010-11-11","20:08:00","0","37.85","27.41","10.00","4.9","0.0","TURKEY                   ","ING","0","0","0","1","1","40","22","30","35","1","1.4","0.3","37.86","0.02","27.59","0.03","12.900","1.000","FREE","1.2","D-C201011112008A","23","-2.410","0.170","2.430","0.120","-0.020","0.080","1.570","0.250","-0.960","0.230","0.130","0.060","2.900","17","3","0.260","15","98","-3.170","67","228","3.030","71","31","-121","286","64","-73","4.9","D","A"
"S201011131824A","2010-11-13","18:24:59","4","35.08","9.42","10.00","4.6","0.0","TUNISIA                  ","ING","0","0","0","0","0","0","18","23","35","1","3.9","0.6","35.18","0.03","9.45","0.02","10.000","0.000","FIX ","1.0","D-S201011131824A","23","0.150","0.050","-0.210","0.040","0.070","0.050","0.140","0.140","0.020","0.140","-1.150","0.030","1.090","5","48","0.150","83","275","-1.240","5","139","1.170","183","83","0","273","90","-173","4.6","D","A"
"S201011142308A","2010-11-14","23:08:26","3","36.58","36.02","10.00","4.9","0.0","JORDAN - SYRIA REGION    ","ING","0","0","0","0","0","0","27","44","35","1","1.7","0.9","36.39","0.03","36.08","0.05","13.200","1.000","FREE","1.2","D-S201011142308A","23","-2.880","0.210","1.020","0.140","1.850","0.130","-1.550","0.320","-0.600","0.310","1.550","0.080","3.370","13","131","0.040","13","224","-3.420","71","358","3.400","203","34","-115","52","60","-74","5.0","D","A"
"S201011161050A","2010-11-16","10:50:34","5","37.35","36.37","10.00","4.5","0.0","TURKEY                   ","ING","0","0","0","0","0","0","10","11","35","1","0.8","0.6","37.35","0.00","36.37","0.00","10.000","0.000","FIX ","1.0","D-S201011161050A","23","-0.610","0.070","0.060","0.090","0.540","0.050","-0.770","0.220","0.760","0.130","-0.030","0.050","1.090","31","241","0.230","11","144","-1.330","56","36","1.210","5","17","-48","141","77","-102","4.7","D","A"
"C201012170937A","2010-12-17","09:37:49","0","36.95","24.00","105.00","4.9","0.0","SOUTHERN-GREECE----------","ING","0","0","0","1","1","40","15","19","35","1","0.9","0.3","36.85","0.03","23.94","0.03","89.000","4.900","FREE","1.2","D-C201012170937A","23","0.880","0.050","0.080","0.070","-0.960","0.070","-0.360","0.040","0.320","0.040","-0.160","0.090","1.080","67","205","-0.060","22","2","-1.020","8","95","1.050","209","41","124","347","57","64","4.6","D","A"
"S201012180605A","2010-12-18","06:05:46","0","37.38","20.30","40.00","4.9","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","5","6","35","1","8.0","0.6","37.38","0.00","20.30","0.00","38.600","10.100","FREE","1.2","D-S201012180605A","23","-0.670","1.050","1.750","0.620","-1.080","0.530","0.610","0.560","-0.050","0.270","1.330","0.150","2.380","10","339","-0.690","71","100","-1.690","16","246","2.030","23","71","-176","292","86","-19","4.8","D","A"
"S201012260508A","2010-12-26","05:08:20","0","40.32","25.87","10.00","4.5","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","9","9","35","1","2.6","0.9","40.43","0.05","25.95","0.05","10.000","0.000","FIX ","1.0","D-S201012260508A","22","-1.350","0.350","1.570","0.310","-0.220","0.440","2.860","0.940","-5.070","2.390","-2.650","0.330","7.070","34","46","-1.150","20","150","-5.910","49","265","6.490","84","22","-157","333","82","-70","4.5","D","A"
"S201101090026A","2011-01-09","00:26:18","0","36.29","21.46","10.00","4.0","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","5","5","30","1","12.6","1.6","36.29","0.00","21.46","0.00","10.000","0.000","FIX ","1.0","D-S201101090026A","22","0.900","0.350","-1.820","0.530","0.920","0.230","0.580","0.490","-1.740","0.330","1.220","0.290","2.700","42","99","0.010","41","317","-2.710","20","208","2.710","253","44","19","149","77","132","4.2","D","A"
"S201101190917A","2011-01-19","09:17:49","0","42.01","42.60","2.00","5.3","0.0","NORTHWESTERN-CAUCASUS----","ING","0","0","0","0","0","0","23","31","35","1","6.5","0.5","42.01","0.01","42.61","0.03","12.000","0.000","FIX ","1.7","D-S201101190917A","24","0.700","0.030","-1.070","0.030","0.360","0.030","-0.220","0.080","0.600","0.070","-0.170","0.020","1.190","52","258","-0.090","37","90","-1.110","6","356","1.150","52","51","39","295","61","134","5.3","D","A"
"S201101200209A","2011-01-20","02:09:37","0","40.71","29.77","10.00","4.3","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","9","10","30","1","3.2","0.6","40.68","0.07","29.76","0.07","18.700","2.800","FREE","1.0","D-S201101200209A","22","0.840","0.500","-1.170","0.310","0.330","0.290","0.280","0.530","-0.810","0.640","-1.630","0.240","1.990","36","59","0.240","53","231","-2.230","4","326","2.110","96","62","155","199","68","30","4.2","D","A"
"S201101201139A","2011-01-20","11:39:37","0","39.56","23.51","10.00","4.1","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","10","12","35","1","4.4","0.4","39.61","0.03","23.72","0.05","12.000","0.000","FIX ","1.0","D-S201101201139A","22","-1.920","0.190","2.380","0.110","-0.460","0.180","0.140","0.330","-1.810","0.450","0.030","0.130","2.390","2","1","0.760","34","92","-3.150","56","267","2.770","61","52","-135","299","56","-48","4.2","D","A"
"S201101220048A","2011-01-22","00:48:49","0","43.25","18.95","10.00","4.0","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","9","10","35","1","0.3","0.4","42.94","0.07","18.57","0.03","22.700","2.800","FREE","1.0","D-S201101220048A","22","-0.550","0.460","0.950","0.440","-0.400","0.300","-0.430","0.320","-0.990","0.260","2.250","0.210","2.890","16","142","-0.620","65","15","-2.260","19","237","2.570","279","65","-3","10","87","-155","4.2","D","B"
"S201101240126A","2011-01-24","01:26:39","0","43.11","18.83","5.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","13","15","35","1","2.4","0.5","43.03","0.05","18.66","0.03","24.500","2.200","FREE","1.0","D-S201101240126A","22","-0.830","0.860","-0.620","0.750","1.450","0.760","-0.790","0.580","-1.780","0.590","5.680","0.370","6.660","14","129","-1.240","74","337","-5.420","7","221","6.040","266","75","5","174","85","165","4.5","D","A"
"S201101291741A","2011-01-29","17:41:37","0","47.51","18.38","5.00","4.3","0.0","HUNGARY------------------","ING","0","0","0","0","0","0","13","15","35","1","5.9","0.3","47.49","0.03","18.34","0.02","17.500","1.500","FREE","1.0","D-S201101291741A","22","-1.160","0.470","1.670","0.380","-0.510","0.290","-0.540","0.580","0.460","0.640","4.780","0.240","5.480","1","142","-1.020","78","237","-4.470","12","51","4.980","187","81","-172","96","83","-9","4.4","D","A"
"S201102080146A","2011-02-08","01:46:36","0","35.06","23.30","50.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","6","8","30","1","8.3","0.6","35.06","0.00","23.30","0.00","48.200","4.400","FREE","1.0","D-S201102080146A","22","3.870","0.940","-2.230","1.010","-1.630","0.700","1.420","0.350","0.000","0.370","3.980","0.700","4.380","67","326","1.670","22","130","-6.030","6","222","5.200","335","44","123","113","55","62","4.4","D","A"
"S201102141243A","2011-02-14","12:43:12","0","50.36","7.68","10.00","4.8","0.0","GERMANY------------------","EMS","0","0","0","0","0","0","8","11","25","1","3.3","0.7","50.36","0.00","7.68","0.00","10.000","0.000","FIX ","1.1","D-S201102141243A","22","-0.460","0.180","0.870","0.120","-0.410","0.160","0.880","0.330","0.530","0.410","-0.320","0.150","1.310","26","2","0.010","31","255","-1.320","47","124","1.310","139","34","-22","247","78","-122","4.0","D","A"
"S201102222037A","2011-02-22","20:37:33","0","39.90","24.98","10.00","4.6","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","8","14","35","1","-1.6","0.5","39.90","0.00","24.98","0.00","10.000","0.000","FIX ","1.0","D-S201102222037A","23","-0.080","0.080","0.320","0.030","-0.240","0.060","1.180","0.080","-1.120","0.110","0.110","0.050","1.590","44","32","0.130","10","132","-1.720","44","232","1.650","44","10","-178","312","90","-80","4.7","D","A"
"S201102230529A","2011-02-23","05:29:28","7","34.41","26.58","40.00","4.7","0.0","CRETE--GREECE------------","EMS","0","0","0","0","0","0","8","11","35","1","1.3","0.4","34.41","0.00","26.58","0.00","40.100","2.800","FREE","1.1","D-S201102230529A","23","0.090","0.110","-0.750","0.070","0.660","0.060","0.150","0.040","-0.130","0.050","0.410","0.080","0.780","7","104","0.110","77","339","-0.890","10","196","0.830","240","77","-2","330","88","-167","4.5","D","A"
"C201102280749A","2011-02-28","07:49:05","5","34.76","25.42","49.00","5.2","0.0","CRETE--GREECE------------","EMS","0","0","0","1","1","40","18","31","35","1","15.2","0.5","34.98","0.03","25.53","0.02","55.000","1.400","FREE","1.1","D-C201102280749A","24","1.970","0.090","-2.030","0.050","0.050","0.060","0.280","0.060","-0.190","0.050","-0.190","0.080","2.010","83","55","0.050","6","265","-2.060","4","175","2.040","258","42","81","91","49","98","5.5","D","A"
"S201104011329A","2011-04-01","13:29:11","0","35.54","26.63","60.00","6.0","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","22","45","35","1","1.8","0.2","35.50","0.01","26.58","0.01","82.900","2.500","FREE","2.5","D-S201104011329A","25","0.330","0.060","2.230","0.050","-2.560","0.050","0.550","0.040","0.120","0.040","-0.250","0.050","2.390","15","2","0.190","75","194","-2.580","3","93","2.480","139","77","9","47","82","167","6.2","D","A"
"S201104191213A","2011-04-19","12:13:19","0","38.12","21.96","55.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","15","17","35","1","1.7","0.4","38.11","0.04","21.95","0.04","57.500","8.300","FREE","1.0","D-S201104191213A","22","-1.210","0.740","3.640","0.580","-2.420","0.760","2.000","0.290","-3.460","0.190","-1.680","1.170","5.460","26","24","-0.120","39","137","-5.330","40","270","5.390","64","40","-167","324","82","-51","4.4","D","A"
"S201104241302A","2011-04-24","13:02:12","0","35.82","14.88","20.30","4.1","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","6","6","35","1","6.4","1.0","35.82","0.00","14.88","0.00","19.300","2.500","FREE","1.0","D-S201104241302A","22","-2.250","0.650","0.210","0.300","2.040","0.460","-0.020","0.220","1.060","0.310","0.740","0.220","2.510","12","288","0.000","8","196","-2.510","76","73","2.510","28","34","-76","191","57","-99","4.2","D","A"
"S201104282330A","2011-04-28","23:30:44","0","44.76","17.32","10.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","19","29","35","1","2.8","0.2","44.71","0.01","17.28","0.02","16.100","1.200","FREE","1.0","D-S201104282330A","22","-0.530","0.220","-3.050","0.190","3.570","0.230","-2.170","0.490","-0.280","0.380","3.360","0.200","5.200","12","115","0.030","65","230","-5.240","22","20","5.220","159","66","-172","66","83","-24","4.4","D","A"
"S201105010224A","2011-05-01","02:24:15","0","45.60","26.58","150.00","4.7","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","23","35","40","1","4.0","0.2","45.61","0.02","26.49","0.02","137.000","2.500","FREE","1.1","D-S201105010224A","23","1.470","0.050","0.220","0.060","-1.690","0.060","0.510","0.050","-0.990","0.050","-0.350","0.070","1.950","65","41","0.040","19","180","-1.990","15","275","1.970","31","34","126","170","63","68","4.8","D","A"
"S201105061512A","2011-05-06","15:12:35","0","37.78","14.96","22.20","4.0","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","10","15","30","1","5.0","0.6","37.76","0.03","15.01","0.05","22.400","3.900","FREE","1.0","D-S201105061512A","22","0.540","0.640","-1.060","0.380","0.530","0.430","-2.080","0.510","1.480","0.460","-2.970","0.320","4.390","33","229","-0.860","54","77","-3.520","13","328","3.950","13","57","15","275","77","146","4.3","D","A"
"S201105080650A","2011-05-08","06:50:24","0","36.70","27.24","11.00","5.1","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","26","51","40","1","1.9","0.4","36.57","0.02","27.29","0.02","14.700","0.800","FREE","1.0","D-S201105080650A","24","-0.840","0.060","0.770","0.040","0.060","0.030","0.350","0.050","-0.190","0.050","0.430","0.020","1.010","7","337","-0.020","20","70","-0.980","68","228","1.000","45","42","-121","264","56","-65","5.3","D","A"
"S201105191450A","2011-05-19","14:50:52","0","39.05","15.18","292.30","4.7","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","15","20","35","1","4.1","0.5","39.14","0.03","15.07","0.03","286.300","3.200","FREE","1.1","D-S201105191450A","23","0.490","0.060","-0.620","0.090","0.130","0.100","-0.950","0.060","-1.130","0.060","-0.610","0.090","1.520","53","109","0.310","16","222","-1.830","32","323","1.680","96","20","145","219","79","73","4.8","D","A"
"S201105192015A","2011-05-19","20:15:22","0","39.15","29.10","7.00","5.8","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","26","62","40","1","6.1","0.1","39.16","0.01","29.04","0.01","13.400","0.400","FREE","2.1","D-S201105192015A","25","-0.910","0.030","0.990","0.020","-0.080","0.010","0.290","0.030","0.030","0.030","-0.290","0.010","1.100","8","13","-0.140","7","283","-0.960","79","150","1.030","112","38","-78","277","53","-99","6.0","D","A"
